ID;estado_credito;ingreso_anual;estado_verificacion;duracion_empleo;tipo_propiedad;tasa_interes;cantidad_credito;tipo_credito;plazo;categoria_crediticia
832087;Pagado;75600;Verificado desde la fuente;10+ años;Alquilada;12.69%;10500;Consolidación de deuda; 36 meses;B
786335;Incumplido;51000;No Verificado;1 año;Alquilada;11.71%;9000;Consolidación de deuda; 36 meses;B
263542;Pagado;55000;Verificado;6 años;Alquilada;12.42%;10900;Consolidación de deuda; 36 meses;B
876033;Pagado;140000;Verificado desde la fuente;1 año;Propia;12.42%;17600;Tarjeta de crédito; 36 meses;B
996989;Incumplido;40000;No Verificado;7 años;Alquilada;13.49%;1800;Otro; 36 meses;C
209676;Incumplido;63000;Verificado;< 1 año;Hipotecada;18.64%;14000;Negocio pequeño; 60 meses;E
483977;Pagado;46443.36;Verificado;7 años;Alquilada;7.90%;6000;Consolidación de deuda; 36 meses;A
901695;Pagado;61650;Verificado desde la fuente;4 años;Hipotecada;6.03%;6500;Otro; 36 meses;A
722195;Pagado;45500;Verificado desde la fuente;4 años;Alquilada;16.29%;10000;Tarjeta de crédito; 36 meses;D
521947;Pagado;35000;No Verificado;4 años;Hipotecada;9.91%;8000;Consolidación de deuda; 36 meses;B
887724;Incumplido;43200;Verificado desde la fuente;2 años;Alquilada;16.29%;2800;Otro; 36 meses;D
297435;Pagado;97000;Verificado;4 años;Alquilada;17.27%;35000;Consolidación de deuda; 60 meses;D
993571;Pagado;125000;Verificado desde la fuente;< 1 año;Hipotecada;11.71%;12000;Remodelación de vivienda; 60 meses;B
438566;Incumplido;23000;Verificado;< 1 año;Alquilada;13.49%;8000;Consolidación de deuda; 36 meses;C
759573;Incumplido;45600;Verificado desde la fuente;1 año;Alquilada;23.52%;14825;Consolidación de deuda; 60 meses;G
829180;Incumplido;70000;Verificado;7 años;Propia;18.64%;6100;Consolidación de deuda; 36 meses;E
523499;Pagado;60000;Verificado desde la fuente;10+ años;Alquilada;15.96%;17000;Consolidación de deuda; 36 meses;C
984514;Pagado;64000;Verificado desde la fuente;10+ años;Hipotecada;15.96%;16000;Consolidación de deuda; 60 meses;C
450292;Pagado;24000;No Verificado;6 años;Hipotecada;6.03%;1500;Otro; 36 meses;A
204381;Pagado;80000;No Verificado;6 años;Alquilada;7.51%;6500;Consolidación de deuda; 36 meses;A
615262;Pagado;107000;Verificado desde la fuente;9 años;Hipotecada;14.65%;5500;Negocio pequeño; 60 meses;C
309215;Pagado;81000;Verificado desde la fuente;8 años;Alquilada;14.65%;14000;Tarjeta de crédito; 60 meses;C
938351;Pagado;52000;Verificado desde la fuente;3 años;Alquilada;16.29%;11000;Consolidación de deuda; 36 meses;D
528684;Pagado;83000;No Verificado;10+ años;Hipotecada;9.91%;3000;Consolidación de deuda; 36 meses;B
506006;Pagado;66000;Verificado;10+ años;Hipotecada;21.28%;15850;Consolidación de deuda; 60 meses;F
891650;Pagado;43700;Verificado desde la fuente;6 años;Hipotecada;14.65%;12000;Consolidación de deuda; 60 meses;C
185376;Pagado;57000;Verificado;10+ años;Hipotecada;11.71%;29700;Vacaciones; 60 meses;B
481197;Pagado;28000;No Verificado;7 años;Alquilada;7.51%;6500;Consolidación de deuda; 36 meses;A
407979;Pagado;55000;No Verificado;7 años;Hipotecada;6.03%;2800;Consumo; 36 meses;A
661975;Pagado;50000;Verificado desde la fuente;1 año;Alquilada;6.03%;10000;Mudanza; 36 meses;A
857539;Pagado;82000;Verificado;5 años;Hipotecada;20.30%;30000;Consolidación de deuda; 60 meses;E
179274;Pagado;50000;No Verificado;3 años;Hipotecada;6.62%;8000;Consolidación de deuda; 36 meses;A
574700;Incumplido;61234;Verificado;10+ años;Alquilada;18.64%;12000;Consolidación de deuda; 60 meses;E
793185;Pagado;101000;Verificado;< 1 año;Hipotecada;12.42%;35000;Consolidación de deuda; 60 meses;B
246379;Pagado;180000;Verificado;4 años;Propia;20.30%;30000;Consolidación de deuda; 60 meses;E
591997;Pagado;57240;Verificado desde la fuente;3 años;Alquilada;7.51%;9000;Consolidación de deuda; 36 meses;A
289976;Pagado;43000;No Verificado;2 años;Alquilada;20.30%;3000;Mudanza; 36 meses;E
853961;Pagado;30000;No Verificado;4 años;Alquilada;15.27%;7925;Tarjeta de crédito; 36 meses;C
614551;Incumplido;36000;Verificado;8 años;Alquilada;14.27%;18000;Consolidación de deuda; 60 meses;C
386897;Incumplido;54600;Verificado;5 años;Alquilada;20.89%;24575;Consolidación de deuda; 60 meses;F
839667;Pagado;85000;Verificado;9 años;Alquilada;15.27%;15000;Consolidación de deuda; 60 meses;C
753597;Pagado;63200;No Verificado;7 años;Alquilada;17.58%;15000;Consolidación de deuda; 60 meses;D
613537;Pagado;105000;Verificado desde la fuente;9 años;Hipotecada;6.62%;12000;Tarjeta de crédito; 36 meses;A
863028;Pagado;70000;Verificado;7 años;Hipotecada;14.65%;15000;Consolidación de deuda; 36 meses;C
807628;Pagado;62502;No Verificado;3 años;Alquilada;11.71%;6400;Tarjeta de crédito; 36 meses;B
261138;Incumplido;50620;Verificado;2 años;Alquilada;19.42%;14125;Tarjeta de crédito; 60 meses;E
721750;Pagado;115000;No Verificado;10+ años;Hipotecada;6.03%;4000;car; 36 meses;A
894400;Pagado;120000;Verificado;4 años;Hipotecada;21.28%;35000;Consolidación de deuda; 60 meses;F
403285;Pagado;75000;No Verificado;10+ años;Hipotecada;9.91%;14950;Tarjeta de crédito; 36 meses;B
450955;Pagado;53000;Verificado;2 años;Alquilada;7.90%;16000;Consolidación de deuda; 36 meses;A
870676;Pagado;60000;No Verificado;10+ años;Hipotecada;12.69%;2500;Otro; 36 meses;B
772858;Pagado;40000;No Verificado;4 años;Alquilada;14.65%;12000;Tarjeta de crédito; 60 meses;C
399714;Pagado;73000;Verificado;3 años;Hipotecada;12.69%;15000;Consolidación de deuda; 36 meses;B
120470;Pagado;56000;No Verificado;7 años;Propia;14.65%;1000;Consolidación de deuda; 36 meses;C
210720;Pagado;110000;Verificado desde la fuente;5 años;Hipotecada;13.49%;1200;car; 36 meses;C
224621;Pagado;45000;Verificado desde la fuente;2 años;Alquilada;19.91%;16000;Tarjeta de crédito; 36 meses;E
232762;Pagado;40452;No Verificado;4 años;Propia;11.71%;4000;Consolidación de deuda; 36 meses;B
179006;Pagado;70000;Verificado;2 años;Hipotecada;22.06%;9450;Negocio pequeño; 60 meses;F
178770;Pagado;43200;Verificado desde la fuente;1 año;Propia;13.49%;17000;Otro; 36 meses;C
184481;Pagado;67816;Verificado;10+ años;Alquilada;18.64%;13600;Tarjeta de crédito; 60 meses;E
127826;Incumplido;26453;No Verificado;6 años;Hipotecada;11.71%;7200;Consolidación de deuda; 36 meses;B
352532;Pagado;40000;Verificado desde la fuente;2 años;Alquilada;9.91%;17475;Tarjeta de crédito; 36 meses;B
805139;Pagado;75000;No Verificado;4 años;Hipotecada;12.42%;16000;Consolidación de deuda; 36 meses;B
585323;Pagado;75000;Verificado;8 años;Hipotecada;14.27%;15000;Consolidación de deuda; 36 meses;C
246583;Pagado;55200;Verificado desde la fuente;9 años;Alquilada;11.71%;12000;Consolidación de deuda; 36 meses;B
877485;Pagado;98500;Verificado;10+ años;Hipotecada;19.03%;35000;Consolidación de deuda; 60 meses;E
807638;Pagado;36800;No Verificado;10+ años;Hipotecada;7.51%;12400;Consolidación de deuda; 36 meses;A
352161;Pagado;61440;No Verificado;6 años;Propia;11.71%;2500;Otro; 36 meses;B
549772;Pagado;41196;Verificado desde la fuente;1 año;Alquilada;7.90%;7200;Otro; 36 meses;A
491246;Pagado;64400;Verificado;3 años;Hipotecada;15.27%;12000;Consolidación de deuda; 60 meses;C
808831;Pagado;50000;Verificado;4 años;Alquilada;10.65%;6000;Consolidación de deuda; 36 meses;B
599575;Pagado;33200;Verificado desde la fuente;< 1 año;Alquilada;11.71%;10000;Consolidación de deuda; 36 meses;B
259751;Incumplido;95000;Verificado;10+ años;Hipotecada;8.90%;15000;Consolidación de deuda; 36 meses;A
616119;Pagado;82500;Verificado;< 1 año;Alquilada;16.77%;20000;Consolidación de deuda; 36 meses;D
736893;Pagado;87000;Verificado;1 año;Hipotecada;6.03%;4000;Remodelación de vivienda; 36 meses;A
414415;Pagado;1.00E+05;No Verificado;10+ años;Hipotecada;12.42%;14400;Tarjeta de crédito; 60 meses;B
414451;Incumplido;39000;Verificado desde la fuente;4 años;Alquilada;14.65%;12800;Tarjeta de crédito; 60 meses;C
188000;Pagado;45000;Verificado;10+ años;Alquilada;18.25%;12800;Consolidación de deuda; 60 meses;D
322895;Incumplido;34200;Verificado desde la fuente;6 años;Alquilada;17.27%;12000;Consolidación de deuda; 60 meses;D
849329;Incumplido;51000;Verificado;< 1 año;Hipotecada;14.27%;10625;Consolidación de deuda; 36 meses;C
242185;Incumplido;60000;No Verificado;2 años;Alquilada;7.90%;7500;Consolidación de deuda; 36 meses;A
461832;Pagado;64500;Verificado;10+ años;Hipotecada;13.49%;14750;Consolidación de deuda; 60 meses;C
939140;Pagado;95950;Verificado desde la fuente;2 años;Alquilada;11.71%;17500;Consolidación de deuda; 36 meses;B
928193;Pagado;88000;Verificado;10+ años;Hipotecada;11.71%;16000;Otro; 36 meses;B
469100;Incumplido;26000;Verificado desde la fuente;6 años;Alquilada;15.27%;6700;Negocio pequeño; 60 meses;C
448886;Pagado;24000;Verificado desde la fuente;10+ años;Alquilada;12.42%;7000;Tarjeta de crédito; 36 meses;B
539589;Pagado;30000;Verificado;10+ años;Hipotecada;6.62%;6625;Consolidación de deuda; 36 meses;A
550890;Incumplido;25000;Verificado;7 años;Hipotecada;17.58%;12000;Consolidación de deuda; 60 meses;D
721368;Pagado;48226;No Verificado;10+ años;Alquilada;7.90%;7000;Tarjeta de crédito; 36 meses;A
227188;Pagado;65000;No Verificado;7 años;Hipotecada;11.71%;7000;Tarjeta de crédito; 36 meses;B
700070;Pagado;100500;Verificado;10+ años;Hipotecada;11.71%;35000;Tarjeta de crédito; 60 meses;B
139903;Pagado;38000;Verificado;6 años;Alquilada;15.27%;1000;Mudanza; 36 meses;C
805824;Pagado;34320;Verificado;5 años;Hipotecada;12.69%;16000;Consolidación de deuda; 36 meses;B
326813;Pagado;52000;Verificado;10+ años;Alquilada;16.77%;10000;Consolidación de deuda; 36 meses;D
809497;Pagado;50000;Verificado;4 años;Hipotecada;19.42%;10500;Remodelación de vivienda; 60 meses;E
686052;Pagado;80000;Verificado;1 año;Hipotecada;12.69%;25000;Consolidación de deuda; 60 meses;B
470760;Pagado;55000;Verificado;5 años;Hipotecada;11.71%;3100;Consolidación de deuda; 36 meses;B
865637;Pagado;48000;No Verificado;8 años;Propia;6.03%;2500;car; 36 meses;A
626344;Pagado;70000;Verificado desde la fuente;3 años;Alquilada;13.49%;9000;Tarjeta de crédito; 36 meses;C
438151;Pagado;26000;Verificado desde la fuente;1 año;Alquilada;16.29%;1600;Otro; 36 meses;D
925011;Pagado;115000;No Verificado;< 1 año;Alquilada;14.65%;10800;Consolidación de deuda; 36 meses;C
899100;Pagado;75000;Verificado;4 años;Propia;13.49%;20000;Consolidación de deuda; 60 meses;C
125999;Pagado;98000;No Verificado;10+ años;Hipotecada;13.49%;8000;Tarjeta de crédito; 36 meses;C
832687;Pagado;37000;Verificado desde la fuente;10+ años;Alquilada;19.42%;12000;Consolidación de deuda; 60 meses;E
410119;Pagado;40000;No Verificado;6 años;Hipotecada;6.03%;5000;Otro; 36 meses;A
603279;Pagado;63000;Verificado;< 1 año;Hipotecada;9.91%;6000;Tarjeta de crédito; 36 meses;B
537038;Pagado;40000;No Verificado;8 años;Hipotecada;10.65%;8600;Tarjeta de crédito; 36 meses;B
837920;Pagado;29000;No Verificado;10+ años;Alquilada;16.29%;9450;Tarjeta de crédito; 36 meses;D
528229;Pagado;36850;Verificado desde la fuente;3 años;Alquilada;12.42%;5200;Consolidación de deuda; 36 meses;B
929899;Pagado;53208;Verificado desde la fuente;5 años;Hipotecada;15.27%;8500;car; 36 meses;C
535040;Incumplido;98000;Verificado;10+ años;Hipotecada;19.91%;27000;Consolidación de deuda; 60 meses;E
672258;Pagado;38400;Verificado desde la fuente;7 años;Alquilada;13.49%;3200;Consolidación de deuda; 36 meses;C
829427;Pagado;40800;Verificado;7 años;Hipotecada;14.27%;17050;Tarjeta de crédito; 36 meses;C
112594;Pagado;65000;Verificado;9 años;Alquilada;13.49%;18000;Consolidación de deuda; 60 meses;C
224101;Pagado;40000;Verificado desde la fuente;2 años;Alquilada;12.69%;6200;Consolidación de deuda; 36 meses;B
173857;Pagado;50000;Verificado desde la fuente;< 1 año;Hipotecada;19.42%;8000;Remodelación de vivienda; 36 meses;E
138656;Pagado;47000;Verificado desde la fuente;< 1 año;Hipotecada;13.49%;12000;Consolidación de deuda; 36 meses;C
636986;Pagado;45000;Verificado;7 años;Hipotecada;11.71%;20000;Consolidación de deuda; 60 meses;B
968030;Pagado;22800;Verificado desde la fuente;3 años;Alquilada;6.62%;3000;Causa médica; 36 meses;A
703379;Incumplido;80000;Verificado;10+ años;Hipotecada;15.96%;10000;Remodelación de vivienda; 36 meses;C
419308;Pagado;30188.4;Verificado;3 años;Alquilada;14.65%;8000;Consolidación de deuda; 36 meses;C
582413;Pagado;103000;Verificado desde la fuente;8 años;Hipotecada;9.91%;14000;Remodelación de vivienda; 36 meses;B
273634;Pagado;57000;Verificado;6 años;Alquilada;16.77%;22000;Consolidación de deuda; 60 meses;D
718815;Pagado;85000;No Verificado;2 años;Alquilada;14.27%;16000;Consolidación de deuda; 36 meses;C
147937;Pagado;64800;Verificado desde la fuente;10+ años;Hipotecada;10.65%;4500;car; 36 meses;B
694563;Pagado;70000;No Verificado;7 años;Hipotecada;6.62%;8000;Remodelación de vivienda; 36 meses;A
389777;Pagado;106300;Verificado desde la fuente;10+ años;Alquilada;20.89%;5000;Consolidación de deuda; 36 meses;F
980846;Pagado;31200;Verificado;4 años;Hipotecada;14.27%;15000;Consolidación de deuda; 36 meses;C
880638;Pagado;98000;Verificado;10+ años;Hipotecada;14.27%;35000;Tarjeta de crédito; 60 meses;C
567950;Pagado;35000;No Verificado;2 años;Alquilada;6.03%;16000;Consolidación de deuda; 36 meses;A
669602;Pagado;94104;Verificado desde la fuente;10+ años;Propia;14.27%;14400;Matrimonio; 36 meses;C
891861;Pagado;277000;Verificado desde la fuente;3 años;Propia;8.90%;35000;Otro; 36 meses;A
188993;Pagado;65000;Verificado;1 año;Hipotecada;9.91%;17000;Consolidación de deuda; 36 meses;B
183428;Pagado;64000;No Verificado;2 años;Hipotecada;15.27%;15000;Consolidación de deuda; 60 meses;C
602936;Pagado;36000;No Verificado;1 año;Alquilada;7.90%;5600;Consolidación de deuda; 36 meses;A
320700;Pagado;54000;No Verificado;4 años;Alquilada;15.96%;9000;Consolidación de deuda; 36 meses;C
140624;Pagado;48000;No Verificado;3 años;Hipotecada;12.42%;9000;Tarjeta de crédito; 36 meses;B
791253;Pagado;42000;No Verificado;3 años;Alquilada;11.71%;8800;Consolidación de deuda; 36 meses;B
745294;Pagado;45000;Verificado;5 años;Alquilada;18.25%;8000;Consolidación de deuda; 36 meses;D
971859;Pagado;38000;Verificado desde la fuente;6 años;Alquilada;11.71%;10000;Tarjeta de crédito; 36 meses;B
297714;Incumplido;39996;Verificado desde la fuente;10+ años;Hipotecada;8.90%;12000;Consolidación de deuda; 60 meses;A
506188;Pagado;36000;No Verificado;10+ años;Hipotecada;10.65%;5000;Consolidación de deuda; 36 meses;B
491148;Pagado;74999;No Verificado;4 años;Alquilada;17.27%;16000;Tarjeta de crédito; 36 meses;D
170485;Pagado;69600;No Verificado;7 años;Propia;9.91%;1925;Otro; 36 meses;B
550288;Pagado;80856;Verificado;2 años;Alquilada;15.96%;20000;Consolidación de deuda; 60 meses;C
209559;Pagado;78000;No Verificado;10+ años;Hipotecada;20.89%;4200;Consolidación de deuda; 60 meses;F
921867;Pagado;65004;No Verificado;9 años;Hipotecada;7.51%;15000;Otro; 36 meses;A
619542;Pagado;45000;Verificado desde la fuente;< 1 año;Alquilada;13.49%;5200;Matrimonio; 36 meses;C
422641;Pagado;110000;No Verificado;6 años;Alquilada;15.27%;16000;Tarjeta de crédito; 36 meses;C
577725;Pagado;15000;Verificado;6 años;Alquilada;12.69%;2700;Consolidación de deuda; 36 meses;B
921151;Incumplido;40000;Verificado;6 años;Hipotecada;11.71%;4500;Consolidación de deuda; 36 meses;B
576676;Pagado;40000;No Verificado;7 años;Hipotecada;6.03%;2100;Energías renovables; 36 meses;A
395835;Pagado;70000;Verificado;10+ años;Hipotecada;12.69%;1000;Otro; 36 meses;B
871774;Pagado;55000;Verificado desde la fuente;10+ años;Propia;20.30%;4000;Remodelación de vivienda; 60 meses;E
871902;Pagado;42000;Verificado;3 años;Hipotecada;7.90%;13000;Consolidación de deuda; 36 meses;A
233280;Pagado;140000;Verificado;< 1 año;Hipotecada;18.64%;28000;Otro; 60 meses;E
732990;Pagado;51000;Verificado;5 años;Hipotecada;18.25%;22400;Consolidación de deuda; 60 meses;D
933004;Pagado;150000;Verificado;10+ años;Hipotecada;6.03%;16000;Causa médica; 36 meses;A
714215;Pagado;125000;Verificado;10+ años;Hipotecada;14.27%;30500;Consolidación de deuda; 60 meses;C
472515;Pagado;43200;Verificado;< 1 año;Hipotecada;8.90%;3000;Consumo; 36 meses;A
578034;Pagado;220000;Verificado;< 1 año;Alquilada;9.91%;30000;Negocio pequeño; 36 meses;B
562724;Pagado;85000;Verificado;3 años;Hipotecada;12.69%;20000;Consolidación de deuda; 60 meses;B
482570;Pagado;42000;Verificado desde la fuente;5 años;Hipotecada;6.03%;4900;car; 36 meses;A
616496;Incumplido;75000;Verificado desde la fuente;< 1 año;Hipotecada;17.58%;12000;Consolidación de deuda; 60 meses;D
651584;Pagado;120000;Verificado desde la fuente;1 año;Alquilada;14.27%;20000;Consolidación de deuda; 60 meses;C
998645;Pagado;39000;No Verificado;2 años;Alquilada;15.96%;7000;Consolidación de deuda; 36 meses;C
140173;Pagado;52000;No Verificado;4 años;Alquilada;11.71%;3600;Consolidación de deuda; 36 meses;B
475054;Pagado;42996;Verificado;2 años;Alquilada;13.49%;13200;Otro; 60 meses;C
166382;Pagado;20400;Verificado desde la fuente;3 años;Alquilada;15.27%;6000;Remodelación de vivienda; 36 meses;C
515856;Pagado;408000;Verificado;10+ años;Hipotecada;7.90%;35000;Remodelación de vivienda; 36 meses;A
543297;Pagado;37440;No Verificado;8 años;Alquilada;9.91%;7000;Consolidación de deuda; 36 meses;B
168483;Pagado;160000;Verificado;< 1 año;Hipotecada;10.65%;35000;Consolidación de deuda; 36 meses;B
348244;Pagado;75000;Verificado desde la fuente;7 años;Hipotecada;16.77%;21600;Consolidación de deuda; 60 meses;D
958557;Incumplido;39000;No Verificado;4 años;Alquilada;7.90%;7000;Tarjeta de crédito; 36 meses;A
401995;Incumplido;45000;Verificado;10+ años;Propia;15.96%;10500;Remodelación de vivienda; 36 meses;C
111465;Pagado;66000;Verificado;< 1 año;Alquilada;14.27%;15575;Consolidación de deuda; 36 meses;C
840794;Pagado;108000;No Verificado;1 año;Hipotecada;16.77%;14000;Consolidación de deuda; 60 meses;D
523618;Pagado;35500;Verificado;3 años;Alquilada;7.90%;16000;Negocio pequeño; 36 meses;A
593525;Pagado;42000;No Verificado;10+ años;Alquilada;12.69%;3000;Consolidación de deuda; 36 meses;B
928643;Incumplido;35000;No Verificado;5 años;Alquilada;19.03%;7200;Consolidación de deuda; 36 meses;E
539570;Pagado;38000;No Verificado;10+ años;Alquilada;12.42%;3200;Consolidación de deuda; 36 meses;B
494720;Pagado;150000;Verificado;< 1 año;Propia;19.42%;30000;Consolidación de deuda; 60 meses;E
523264;Pagado;70000;Verificado desde la fuente;10+ años;Hipotecada;11.71%;15600;Consolidación de deuda; 36 meses;B
420937;Incumplido;51600;No Verificado;1 año;Hipotecada;15.27%;5600;car; 60 meses;C
237124;Pagado;37000;Verificado desde la fuente;2 años;Alquilada;11.71%;3000;Consumo; 36 meses;B
292396;Pagado;55000;Verificado;10+ años;Propia;7.90%;18000;Consolidación de deuda; 36 meses;A
851284;Pagado;30000;No Verificado;5 años;Alquilada;11.71%;7200;Consolidación de deuda; 36 meses;B
149719;Pagado;120000;No Verificado;10+ años;Hipotecada;16.77%;16000;Consolidación de deuda; 60 meses;D
679686;Pagado;65000;Verificado;1 año;Hipotecada;19.03%;24000;Consolidación de deuda; 60 meses;E
298515;Pagado;50000;No Verificado;10+ años;Propia;6.03%;6000;Remodelación de vivienda; 36 meses;A
346120;Pagado;45000;Verificado desde la fuente;7 años;Hipotecada;18.25%;15000;Tarjeta de crédito; 60 meses;D
574827;Pagado;162480;Verificado;2 años;Hipotecada;12.42%;25000;Consolidación de deuda; 36 meses;B
210285;Pagado;36000;Verificado desde la fuente;1 año;Hipotecada;6.62%;15000;Energías renovables; 36 meses;A
531324;Pagado;97008;Verificado;2 años;Hipotecada;19.91%;5000;Otro; 60 meses;E
194672;Pagado;89028;Verificado;< 1 año;Alquilada;6.62%;30000;Consolidación de deuda; 36 meses;A
280780;Pagado;22000;Verificado;4 años;Alquilada;12.42%;5000;Consolidación de deuda; 36 meses;B
810968;Pagado;120000;Verificado;2 años;Alquilada;16.77%;7500;Consolidación de deuda; 36 meses;D
499936;Pagado;64620;Verificado;5 años;Hipotecada;12.42%;35000;Consolidación de deuda; 60 meses;B
118504;Pagado;75000;No Verificado;5 años;Hipotecada;6.03%;16800;Consolidación de deuda; 36 meses;A
472037;Incumplido;97936;Verificado;5 años;Hipotecada;17.27%;35000;Consolidación de deuda; 60 meses;D
704232;Pagado;58000;No Verificado;10+ años;Hipotecada;7.51%;1800;car; 36 meses;A
501132;Pagado;63336;Verificado desde la fuente;10+ años;Alquilada;17.27%;16000;Consolidación de deuda; 36 meses;D
303715;Pagado;90000;No Verificado;5 años;Alquilada;12.42%;3000;Otro; 36 meses;B
265724;Pagado;40000;No Verificado;9 años;Hipotecada;6.62%;5000;Otro; 36 meses;A
898585;Incumplido;64480;Verificado;10+ años;Hipotecada;14.65%;24000;Consolidación de deuda; 60 meses;C
942805;Pagado;25000;Verificado desde la fuente;< 1 año;Alquilada;8.90%;13000;Consolidación de deuda; 36 meses;A
160321;Pagado;30000;Verificado;1 año;Hipotecada;13.49%;4000;Otro; 36 meses;C
408039;Pagado;150000;Verificado;4 años;Alquilada;19.03%;25000;Consolidación de deuda; 60 meses;E
531375;Pagado;85000;No Verificado;10+ años;Hipotecada;7.90%;15000;Consolidación de deuda; 36 meses;A
131159;Pagado;120000;Verificado;< 1 año;Alquilada;7.90%;35000;Otro; 36 meses;A
270120;Pagado;56000;Verificado;9 años;Hipotecada;12.42%;10000;Consolidación de deuda; 36 meses;B
776076;Pagado;73000;Verificado;4 años;Alquilada;11.71%;10000;Consolidación de deuda; 36 meses;B
561464;Pagado;45000;No Verificado;4 años;Alquilada;10.65%;14400;Tarjeta de crédito; 36 meses;B
121007;Incumplido;108600;Verificado;< 1 año;Alquilada;23.52%;35000;Consolidación de deuda; 60 meses;G
726917;Incumplido;12000;Verificado;2 años;Alquilada;12.42%;6075;Matrimonio; 36 meses;B
252660;Pagado;62400;No Verificado;3 años;Alquilada;6.62%;8000;Remodelación de vivienda; 36 meses;A
501048;Pagado;57000;Verificado;2 años;Alquilada;17.27%;20000;Consolidación de deuda; 60 meses;D
944536;Pagado;125000;Verificado;5 años;Hipotecada;7.90%;35000;Consolidación de deuda; 36 meses;A
984449;Incumplido;48000;Verificado desde la fuente;3 años;Alquilada;18.25%;17400;Consolidación de deuda; 60 meses;D
121665;Pagado;32000;Verificado desde la fuente;3 años;Alquilada;17.58%;16000;Consolidación de deuda; 60 meses;D
316729;Pagado;53616;Verificado desde la fuente;6 años;Alquilada;12.42%;1600;Otro; 36 meses;B
460498;Pagado;50400;Verificado desde la fuente;3 años;Hipotecada;8.90%;12800;Consolidación de deuda; 60 meses;A
164503;Pagado;70000;No Verificado;3 años;Hipotecada;6.62%;7750;car; 36 meses;A
824271;Incumplido;49989;Verificado desde la fuente;2 años;Propia;22.06%;18000;Consolidación de deuda; 60 meses;F
434635;Pagado;95000;Verificado desde la fuente;7 años;Hipotecada;23.52%;5700;Negocio pequeño; 60 meses;G
707061;Pagado;52000;No Verificado;< 1 año;Alquilada;15.27%;12000;Tarjeta de crédito; 60 meses;C
227612;Pagado;31200;Verificado desde la fuente;< 1 año;Alquilada;13.49%;6000;Consolidación de deuda; 36 meses;C
503150;Pagado;130000;Verificado desde la fuente;10+ años;Hipotecada;13.49%;3000;Causa médica; 36 meses;C
803049;Pagado;36000;Verificado desde la fuente;5 años;Hipotecada;7.90%;5600;Consolidación de deuda; 36 meses;A
539102;Incumplido;33000;Verificado desde la fuente;10+ años;Alquilada;14.65%;8000;Consolidación de deuda; 36 meses;C
641912;Pagado;1.00E+05;Verificado;< 1 año;Hipotecada;16.77%;30000;Remodelación de vivienda; 36 meses;D
443186;Pagado;85000;Verificado;< 1 año;Hipotecada;13.49%;20000;Consolidación de deuda; 36 meses;C
411589;Pagado;60000;Verificado desde la fuente;10+ años;Hipotecada;9.91%;10000;Remodelación de vivienda; 60 meses;B
154034;Pagado;50400;Verificado;3 años;Hipotecada;9.91%;24000;Tarjeta de crédito; 36 meses;B
810825;Incumplido;95000;Verificado desde la fuente;7 años;Hipotecada;20.30%;10800;Consolidación de deuda; 60 meses;E
643037;Incumplido;90000;Verificado;3 años;Hipotecada;13.49%;17600;Consolidación de deuda; 60 meses;C
849448;Pagado;53000;Verificado desde la fuente;5 años;Alquilada;7.90%;5100;Otro; 36 meses;A
491292;Pagado;77000;Verificado;10+ años;Hipotecada;12.69%;6000;Remodelación de vivienda; 36 meses;B
954216;Pagado;55000;No Verificado;6 años;Hipotecada;13.49%;1400;Tarjeta de crédito; 36 meses;C
296292;Pagado;74500;Verificado;9 años;Hipotecada;15.96%;8000;Consolidación de deuda; 36 meses;C
313072;Pagado;40000;Verificado;1 año;Hipotecada;12.42%;7500;Consolidación de deuda; 36 meses;B
829315;Pagado;28800;Verificado desde la fuente;1 año;Alquilada;6.03%;3175;Causa médica; 36 meses;A
956844;Pagado;96720;Verificado;9 años;Hipotecada;7.90%;18000;Consolidación de deuda; 36 meses;A
225592;Pagado;99275;Verificado desde la fuente;1 año;Alquilada;14.65%;10000;Matrimonio; 36 meses;C
568921;Pagado;73000;No Verificado;2 años;Alquilada;7.90%;7000;Consolidación de deuda; 36 meses;A
247375;Incumplido;50000;Verificado;10+ años;Hipotecada;14.65%;20000;Negocio pequeño; 60 meses;C
204984;Pagado;85000;Verificado;6 años;Hipotecada;11.71%;20500;Consolidación de deuda; 60 meses;B
510984;Pagado;39000;Verificado desde la fuente;10+ años;Hipotecada;17.27%;14800;Consolidación de deuda; 60 meses;D
327969;Incumplido;135000;Verificado;10+ años;Hipotecada;13.49%;30000;Negocio pequeño; 60 meses;C
864149;Pagado;66000;No Verificado;4 años;Hipotecada;6.03%;3000;car; 36 meses;A
685863;Pagado;51000;Verificado;6 años;Hipotecada;17.27%;5800;Otro; 60 meses;D
611104;Pagado;52500;Verificado desde la fuente;3 años;Hipotecada;10.65%;4000;car; 36 meses;B
209257;Pagado;40000;No Verificado;4 años;Hipotecada;12.69%;6000;Consolidación de deuda; 36 meses;B
834802;Pagado;77000;Verificado;2 años;Alquilada;11.71%;32275;Consolidación de deuda; 60 meses;B
661535;Pagado;50004;Verificado;2 años;Hipotecada;9.91%;7800;Consolidación de deuda; 60 meses;B
658287;Pagado;27600;Verificado desde la fuente;2 años;Propia;8.90%;6000;Consolidación de deuda; 36 meses;A
312484;Incumplido;60000;No Verificado;6 años;Hipotecada;14.65%;6300;car; 36 meses;C
